03:05 PM,03:35 PM,0,Membership Session,"Learn more about AnitaB.org Membership and get first-hand experience to a Premium benefit with access to a Career Conversation hosted by Jordan Sale, founder of 81 cents. Make sure you're being paid market rates by learning about opportunities to access personalized market data, compensation feedback, and career advice from hiring managers and recruiters in their field.",Session,['All'],[],[],[],[]
03:05 PM,03:35 PM,1,Transform your Code Reviews for Inclusive and Productive Collaboration,"Performing high quality code reviews can transform your development team by improving your productivity, knowledge, and code maintainability! I will share tips to embrace reviews as learning opportunities through tooling and best practices around submitting code for review and being a reviewer. You’ll also learn to give and receive feedback to foster an inclusive and collaborative review culture.",Session,"['Software Engineering', 'Beginner']",['InamdarSyeda Kauser'],['LinkedIn'],['Software Engineer'],"['Syeda Kauser Inamdar is a software engineer at LinkedIn focused on building infrastructure automation to keep the site up. Since graduating with a Bachelor of Science in Computer Science from the University of California, Davis, she has had several years of industry experience programming in Python, creating automation, and partaking in code reviews. Passionate about public speaking, and empowering engineers to improve their code review processes, she gave a couple other code review tech talks at a SF Python Meetup and at the WWCodeDigital conference this year. She hopes to encourage the audience to get excited about performing their code reviews with a growth mindset.']"
03:05 PM,03:35 PM,1,Lessons Learned from Protecting a Nation to Protecting a Fortune 100 Company,"In today's world, companies are under constant threat of attack from cyber criminals both domestic and foreign. Having a high performing and diverse cybersecurity team is crucial to protecting a company and its customers. Heather will walk through how her journey as a single mother, military service member, and commercial sector senior leader provides numerous lessons for women in cybersecurity.",Session,"['Career', 'All/Senior Career']",['Gantt-EvansHeather'],['The Home Depot'],['Sr. Director of Security Operations and Cyber Resilience'],"['The Sr. Director of Security Operations & Cyber Resilience at The Home Depot, Heather is a subject matter expert in next generation security operation centers as well as process design and cross-functional integration of various security operations. She is a veteran who served 6 years in the U.S. Army Reserves as an all-source threat intelligence analyst. She also supported Air Force Cyber Command as a contractor for 3 years focusing on cyber threat intelligence and integration of threat intelligence into security operations. She served multiple cyber analyst roles during her career and applied this experience to consult multiple Fortune 100 companies on the design and operationalization of security operation centers and cyber exercise programs during her 5 years with EY. She is most passionate about growing high performing teams to connect the cyber program with traditional enterprise resiliency functions to ensure business-wide preparedness for cyber-triggered business disasters']"
03:05 PM,03:35 PM,2,Breaking the Chip: Techniques to Validate Hardware,"Behind every smart device, is a smart System-on-Chip (SoC). Manufacturing an SoC can be very costly, particularly for custom made SoCs. The goal of any SoCmanufacturer is to find all bugs before the SoC is built. Formal Verification and Simulation are two primary methods to debug and validate the functionality of anSoC Pre-Silicon, as explained in this paper with the aid of simple examples.",Session,"['Hardware', 'Beginner']","['Juarez DominguezAlma', 'SahasrabudhePurva']","['Apple', 'Apple']","['SEG Formal Verification Engineer', 'SEG Design Verification Engineer']","[""Alma Juarez-Dominguez is a member of the Hardware Formal Verification group at Apple since 2013, within the Silicon Engineering Group (SEG). She has contributed towards the verification of Apple's iPhone and iPad SoC chips. She is also an active member of Apple's SEG-Women group that focuses to advocate and empower SEG employees. Prior to this position, Alma was a consultant assisting clients with specification, analysis, and verification of safety-critical products in accordance with industry standards. Alma also held a post-doctoral position in the Cheriton School of Computer Science at the University of Waterloo, from where she received her Masters and Ph.D. Besides work, Alma enjoys music, photography, cooking and meditation."", 'Purva Sahasrabudhe is a member of the DesignVerification team at Apple since 2013. She graduatedfrom Georgia Institute of Technology, Atlanta in 2013with a Masters degree in Electrical and ComputerEngineering. Before moving to USA she had a Bachelorísdegree in Electronics and Telecommunication fromUniversity of Mumbai, India. Since joining Apple she hasworked across various Verification platforms and enjoysher role in executing and leading the various aspects offunctional verification. Outside of work, she lovesspending time either baking, knitting or backpacking.']"
03:40 PM,04:10 PM,2,An Engineer's Essential Tool in Agile is Design Thinking,"Many engineers are not connected to their customers, but by combining design thinking with Agile, they can build solutions that delight. In this session, attendees will see how a design thinking model called Design for Delight is applied within Agile frameworks, with tools that can be adapted for remote work due to COVID-19, to deliver thoughtful and inclusive solutions that can change the world.",Session,"['Software Engineering', 'Intermediate']","['CarpioAliza', 'May-PatlanSonia']","['Intuit', 'Intuit']","['Principal Tech Evangelist', 'Software Developer']","[""Aliza Carpio is a technology evangelist at Intuit. In her role, she focuses on initiatives that create an awesome tech culture for technologists, which helps build Intuit's tech brand. She started her career as systems engineer and has followed her passion for learning which has led to her current role. She is a lead Innovation Catalyst at Intuit who coaches teams within and outside of Intuit on design thinking and best practice on experimentation. She is an inventor with over 10 filed patents and podcast host (Tech Heroes).  Outside of work, she helps female led micro businesses grow their business using social media platforms and coaches San Diego-based startups on design thinking. She was speaker at GHC 2019, DeveloperWeek 2020 and is GHC 2020 Open Source co-chair. Aliza graduated from the University of California, San Diego with a Bachelor of Science degree in Chemistry. She is of Asian background. Pronouns: She/Herhttps://www.linkedin.com/in/alizacarpio/"", 'Sonia May-Patl·n is a software developer at Intuit and also a lead Innovation Catalyst who coaches Intuit technologists on design thinking model, Design for Delight (D4D). As part of this role, she conducts multiple internal training sessions and coaches teams on design thinking. Externally, she speaks and leads workshops on  D4D - most recently at the UX Edmonton conference in 2018 and 2019 and at DeveloperWeek 2020. Sonia holds a  MSc in Computer Science from Ludwig Maximilians University Munich, Germany. She has a German-Mexican background.https://www.linkedin.com/in/sonia-may-patlan/']"
03:40 PM,04:40 PM,0,A Pivotal Moment: Why Civic Leave May Be Right for Your Career,"Like pro-bono law service or Doctor Without Borders, civic leave is a process where private-sector tech employees may take a short-term leave of absence to work in local, state, or federal government. During this panel discussion, you’ll hear from technologists who have completed civic leave and learn how to advocate for more civic leave pathways at your tech company.",Session,['All'],[],[],[],[]
03:40 PM,04:10 PM,2,"Beyond A/B Tests: Two Causal Models, Applied to a Hypothetical COVID-19 Intervention","Randomized A/B tests are ideal, but often impossible to run due to ethical considerations, costs, or competing priorities. We suggest two observational approaches to try instead: difference-in-differences and synthetic control. We outline the theory, discuss implementation concerns, and close with rules of thumb to help attendees choose the appropriate causal method.",Session,"['Data Science', 'Intermediate']","['ChehrasNanneh', 'MontgomeryMallory']","['Amazon', 'Amazon']","['Economist', 'Economist']","['Nanneh Chehras is an economist at Amazon. She joined Amazonís global delivery speed team since 2017 where she has developed causal and predictive models, designed and evaluated large-scale experiments, and led the science vision for new products affecting millions of customers. She has used the methods discussed in this presentation along with other causal models to drive high impact business decisions. She is currently a Chapter Lead in the Amazon Women in Engineering program and is an advocate for promoting diversity in tech. Nannehís published papers study the timeline of STEM gender gaps and hiring discrimination by gender or age. Prior to Amazon, she completed her BA at the University of California Los Angeles in Economics with a Minor in Mathematics, followed by a PhD in Economics at the University of California Irvine.', 'Mallory Montgomery has been an economist at Amazon since 2017. She started out on the science team that supports fee-setting for third-party sellers worldwide. Working closely with product managers and software engineers, she focused on solving thorny causal inference questions using observational methods, including those presented here, and published a paper extending the synthetic control framework to hierarchical time series.  More recently, Mallory has moved to a new role at Amazon, driving behavioral economics-inspired initiatives across the company. She completed her PhD at the University of Southern California in 2017, where she studied behavioral economics and life satisfaction while working as a research assistant in the Center for Economic and Social Research.']"
03:40 PM,04:40 PM,3,How to Program a Quantum Computer,"Quantum computers will potentially solve a whole class of problems that are too difficult for even the most powerful computers that exist today.  Attendees of this workshop will learn how to program a quantum computer using our python based software development kit, Qiskit.  (see https://qiskit.org/ for installation)",Session,"['Emerging Technology', 'Beginner']","['TakitaMaika', 'SundaresanNeereja', 'ThomasSoolu']","['IBM Quantum', 'IBM Quantum', 'IBM Quantum']","['Research Staff Member', 'Research Staff Member', 'Software Developer']","['Maika Takita is a research staff member with expertise in experimental quantum computation. She joined IBM in 2015 soon after she earned her Ph.D. in Electrical Engineering from Princeton University. Takita specializes in the control, characterization and benchmarking of multi-qubit quantum system and work towards implementation of fault tolerant quantum error correction codes on superconducting qubit lattice. She has given various invited technical talks in the field of quantum computation and also has experience giving presentations for general audience.  Her previous talks can be found in the YouTube channels. https://youtu.be/T-8uuq7Izl8 https://youtu.be/_P7K8jUbLU0', 'Neereja Sundaresan joined IBM Quantumin 2018 after completing her PhD at Princeton University, where her research focused on many-body quantum optics using superconducting qubit devices.  Her work has been critical for the progress of advanced multi-qubit devices at IBM. She is an experienced speaker with a great ability to explain complex scientific concepts. Her previous talks can be found in the YouTube channels.https://youtu.be/bStxu6PQ2IYhttps://youtu.be/laJmcnnDRzo', ""Soolu Thomas joined IBM in 2019 after receiving her bachelor's degree in Computer Science and Engineering from Mahatma Gandhi University in Kerala, India. She is a software developer at IBM Quantum. Her expertise is in OpenPulse, which provides a language for specifying pulse level control of a general quantum device independent of the specific hardware implementation [1]. She also serves as a technical administrator for translated Qiskit Documentation.\n[1] D.C. McKay, et al., (2018) arXiv:1809.03452""]"
03:40 PM,04:10 PM,1,Adapting: Work in Tech with Chronic Illness,"According to the CDC, six in 10 adults in the US have chronic illness. With such a staggering ratio, you can expect to meet folks who have chronic illness daily as co-workers, friends, or employees (or even yourself). We will discuss how folks dealing with chronic illness can still lead a normal work life, and how you as a co-worker, boss, or fellow human being can help make their lives easier.",Session,"['Diversity, Equity and Inclusion', 'All']",['DornVictoria'],['Sony Interactive Entertainment'],['Software Engineer'],"['Victoria Dorn is an audio-focused software engineer at Sony Interactive Entertainment (SIE). She is a graduate of Berklee College of Music where she studied sound design and composition for video games. Victoria began her journey at SIE as an audio engineering intern in the Research and Development (R&D) department in 2013. After a few years of working with PlayStation, she was inspired by the developers in R&D to jump into the world of software engineering and earned a computer science degree from Oregon State University. Victoria is currently part of the R&D team at SIE working on spatial audio for the PlayStation 4 platform where she strives to help game audio teams create the best sounding immersive audio experiences. Since working at SIE Victoria has contributed many projects including the PlayStation VR and the Platinum Wireless headset.']"
03:40 PM,04:40 PM,5,Navigating the Tech Scene with a Disability,"Individuals with disabilities often feel they do not ëfit intoí the tech scene. They have questions about if, when, and how they should disclose information about their disability in the context of education and employment. Panelists will describe their experiences disclosing disability, offer advice to others who are navigating these conversations and share tips on disability advocacy.",Session,"['Software Engineering', 'All']","['WilliamsKayla', 'MaberryLisa', 'BlaserBrianna', 'DasMeenakshi', 'PenzvaltoPaulette']","['Eli Lilly and Company', 'Microsoft', 'University of Washington', 'Auburn University', 'Salesforce']","['IT Analyst', 'Program Manager', 'Project Manager', 'Student', 'Senior Manager, Disabilities@Work']","['Kayla Williams is an IT-Analyst for Indianapolis Device Manufacturing at Eli Lilly & Company.She received her BS in Information at the University of Michigan. She is passionate about technology and connecting minorities to opportunities in technology for educational and exposure purposes. She is an e-board member of Deaf Kids Code, Facilitator of Minorities in Engineering Program of Indianapolis and volunteers for Girls in STEM Institute. As an undergrad student, she was as a software developer at the Shapiro Library focusing on accessibility projects; served on the outreach committee for Girls in Electrical Engineering and Computer Science-a student organization that encourages the professional, academic, and social development of women in technology; teaching assistant for JOURNi - a non profit summer coding boot camp, and active in Disability Culture @ UM - a disability advocacy group. Outside of the tech space, you can find her exploring Indianapolis and traveling with friends.', 'Lisa Maberry is a Program Manager for the Autism and DisAbility hiring Programs at Microsoft. She graduated from the University of Washington with a degree in Social Welfare and has enjoyed taking her passion for connecting people with resources to the tech space. Lisa is working toward the ultimate goal to decrease unemployment and underemployment for people with disabilities. A Pacific Northwest native- when not at Microsoft you can find her wrangling her five year old son, one year old daughter and exploring all Seattle has to offer!', 'Brianna Blaser is a Project Manager for AccessComputing at the University of Washington, where she works to increase the participation of people with disabilities in computing education and careers. Her work includes counseling students with disabilities as well as working with faculty, employers, and other stakeholders to create institutional change. She regularly organizes professional development activities and moderates panels. Previously, Brianna was Project Director of Outreach for AAAS where she delivered career and professional development workshops to early career scientists at events in the US and Europe. Brianna earned her PhD in Womenís Studies at the University of Washington with a focus on women in STEM and a BS in mathematics and psychology from Carnegie Mellon University.', 'Meenakshi ëMeenaí Das is a masters student studying computer science at Auburn University. Her research focuses on developing accessible coding curriculums for engaging disabled students in computing fields. She holds a bachelorís degree in computer science from Mississippi State University (MSU).  Meena is a free spirit, with a passion to make the world inclusive one step at a time. At MSU, she founded an organization for students with disabilities, conducted a coding camp for visually impaired students, and published a paper on disability inclusion. As a member of the student council of a non-profit organization named Disability:IN, she provides them with a student perspective on disability inclusion and actively mentors 100+ students with disabilities. While she is not coding and advocating for disability rights, you can find her listening to pop music and writing for her personal blog and Instagram Page.', 'Paulette Penzvalto is Senior Manager for the Salesforce Disabilities@Work Program.  She is a ëXoogler\' and former Program Manager for Corporate Engineering Strategy & Operations Effectiveness at Google. She is passionate about Diversity and Inclusion, led AutisicWomen@Google and was active in the Google Disability Alliance.  Paulette presents internationally as a keynote speaker on issues pertaining to Autism and Employment in tech and served the San Francisco Mayor\'s Council for People with Disabilities. She studied Computer Science while a student at Columbia University.  Paulette also has two graduate degrees in Opera and this past season performed as Freia in Wagnerís Das Rheingold in Berlin.  Last season she was a mainstage artist at Opera San Jose and sang on the album ""Kirtan Lounge: Precious Jewels"" which was nominated for 6 Grammy Awards, including best foreign Language Album.']"
